0	6.000
1	6.000
2	5.900
3	5.700
4	5.516	
5	5.346
6	5.122
8	4.735
10	4.389
12	4.065
14	3.777
16	3.520
18	3.274
20	3.095
25	2.680
30	2.391
40	2.001
50	1.715
60	1.541
70	1.394
80	1.269
90	1.199
100	1.120
125	0.983
150	0.884
200	0.734
250	0.631
300	0.556
-1
